kepoi_name,disposition,pdisposition,orb_period,impact,duration,depth,prad,teq,insol,steff,slogg,srad,right_ascension,declination
K00752.01,CONFIRMED,CANDIDATE,9.48803557,0.146,2.9575,615.8,2.26,793.0,93.59,5455.0,4.467,0.927,291.93422999999996,48.141651
K00752.02,CONFIRMED,CANDIDATE,54.4183827,0.586,4.507,874.8,2.83,443.0,9.11,5455.0,4.467,0.927,291.93422999999996,48.141651
K00753.01,FALSE POSITIVE,FALSE POSITIVE,19.89913995,0.969,1.7822,10829.0,14.6,638.0,39.3,5853.0,4.544,0.868,297.00482,48.134128999999994
K00754.01,FALSE POSITIVE,FALSE POSITIVE,1.7369524530000002,1.276,2.4064099999999997,8079.2,33.46,1395.0,891.96,5805.0,4.564,0.791,285.53461,48.28521
K00755.01,CONFIRMED,CANDIDATE,2.525591777,0.701,1.6545,603.3,2.75,1406.0,926.16,6031.0,4.438,1.046,288.75487999999996,48.2262
K00756.01,CONFIRMED,CANDIDATE,11.09432054,0.538,4.5945,1517.5,3.9,835.0,114.81,6046.0,4.486000000000001,0.972,296.28612999999996,48.22467
K00756.02,CONFIRMED,CANDIDATE,4.13443512,0.762,3.1402,686.0,2.77,1160.0,427.65,6046.0,4.486000000000001,0.972,296.28612999999996,48.22467
K00756.03,CONFIRMED,CANDIDATE,2.56658897,0.755,2.429,226.5,1.59,1360.0,807.74,6046.0,4.486000000000001,0.972,296.28612999999996,48.22467
K00114.01,FALSE POSITIVE,FALSE POSITIVE,7.36178958,1.169,5.022,233.7,39.21,1342.0,767.22,6227.0,3.986,1.958,298.86435,42.151569
K00757.01,CONFIRMED,CANDIDATE,16.06864674,0.052,3.5347,4914.3,5.76,600.0,30.75,5031.0,4.485,0.848,286.99948,48.37579
K00001.01,CONFIRMED,CANDIDATE,2.470613377,0.818,1.7431900000000002,14231.0,13.04,1339.0,761.46,5820.0,4.457,0.964,286.80847,49.316399
K00002.01,CONFIRMED,CANDIDATE,2.2047354169999998,0.224,3.88864,6674.7,16.1,2048.0,4148.92,6440.0,4.019,1.952,292.24728,47.969521
K00010.01,CONFIRMED,CANDIDATE,3.5224984289999997,0.631,3.19843,9145.7,14.59,1521.0,1264.67,6225.0,4.169,1.451,281.28812,42.45108
K00112.02,CONFIRMED,CANDIDATE,3.709214104,0.051,2.6302,131.1,1.16,1206.0,500.46,5833.0,4.407,1.022,295.64871,48.49556
K00742.01,FALSE POSITIVE,FALSE POSITIVE,11.521446064000001,2.483,3.6399,17984.0,150.51,753.0,75.88,5795.0,4.553999999999999,0.848,297.07993,47.597401
K00743.01,FALSE POSITIVE,FALSE POSITIVE,19.40393776,0.804,12.2155,8918.7,7.18,523.0,17.69,5043.0,4.591,0.68,289.25821,47.635319
K00744.01,FALSE POSITIVE,FALSE POSITIVE,19.221388942,1.065,4.798430000000001,74284.0,49.29,698.0,55.97,6117.0,4.496,0.947,295.81453999999997,47.69035
K00745.01,FALSE POSITIVE,FALSE POSITIVE,16.46983774,0.292,9.4378,10479.0,7.94,595.0,29.61,5152.0,4.5169999999999995,0.786,297.15442,47.668701
K00746.01,CONFIRMED,CANDIDATE,9.27358173,0.387,3.2875,1288.3,2.47,649.0,41.85,4856.0,4.583,0.696,288.13824,47.724449
K00747.01,CONFIRMED,CANDIDATE,6.02930329,0.258,1.5821,1912.7,2.85,678.0,50.04,4537.0,4.648,0.672,283.71088,47.86327
K00748.01,FALSE POSITIVE,FALSE POSITIVE,2.6963706519999997,0.044,3.6129,397.9,1.58,1066.0,305.34,4989.0,4.504,0.819,283.76547,47.804297999999996
K00749.01,CONFIRMED,CANDIDATE,5.349553819,0.092,3.0278,831.0,2.55,919.0,168.99,5185.0,4.44,0.91,292.37613,47.880989
K00749.02,CONFIRMED,CANDIDATE,3.94105221,0.226,2.5984,363.3,1.7,1018.0,253.15,5185.0,4.44,0.91,292.37613,47.880989
K00749.03,CONFIRMED,CANDIDATE,8.10904807,0.025,3.596,217.4,1.3,800.0,97.03,5185.0,4.44,0.91,292.37613,47.880989
K00750.01,CONFIRMED,CANDIDATE,21.67699193,0.896,3.4555,857.2,2.95,530.0,18.64,4954.0,4.5,0.828,290.46512,47.92918
K00751.01,CONFIRMED,CANDIDATE,4.99677968,0.71,2.1717,934.7,2.78,917.0,166.95,5339.0,4.552,0.847,297.80826,47.946671
K00769.01,CONFIRMED,CANDIDATE,4.280963604,0.424,2.875,750.8,2.3,1012.0,247.87,5644.0,4.564,0.831,294.26581,49.314091
K00770.01,FALSE POSITIVE,FALSE POSITIVE,1.50635409,0.86,1.5155,2211.7,4.53,1452.0,1054.12,5714.0,4.563,0.831,295.66522000000003,49.351009000000005
K00772.01,FALSE POSITIVE,FALSE POSITIVE,61.2563628,1.248,7.633,5123.3,39.87,505.0,15.43,6144.0,4.402,1.091,283.72592000000003,49.479519
K00773.01,CONFIRMED,CANDIDATE,38.3775486,0.468,5.588,724.2,2.82,529.0,18.53,5481.0,4.369,1.036,291.72202000000004,49.480869
K00757.02,CONFIRMED,CANDIDATE,41.19725502,0.045,4.6297,2213.9,3.86,439.0,8.76,5031.0,4.485,0.848,286.99948,48.37579
K00757.03,CONFIRMED,CANDIDATE,6.252962248999999,0.105,2.5819,1036.9,2.65,823.0,108.3,5031.0,4.485,0.848,286.99948,48.37579
K00758.01,CONFIRMED,CANDIDATE,16.01308419,0.799,3.2554,1121.9,3.1,593.0,29.31,5015.0,4.499,0.826,297.02563,48.478588
K00759.01,CONFIRMED,CANDIDATE,32.62876672,0.021,4.7971,1804.8,3.36,506.0,15.55,5586.0,4.56,0.798,285.71854,48.505859
K00759.02,CONFIRMED,CANDIDATE,91.7732862,0.606,6.473,652.0,2.12,359.0,3.92,5586.0,4.56,0.798,285.71854,48.505859
K00760.01,CANDIDATE,CANDIDATE,4.959319244,0.831,2.22739,9802.0,12.21,1103.0,349.4,5712.0,4.359,1.082,292.16705,48.727589
K00761.01,FALSE POSITIVE,FALSE POSITIVE,2.7012878010000003,1.016,3.3827,860.4,6.54,1222.0,527.81,5550.0,4.468,0.91,297.92365,48.777321
K00762.01,CONFIRMED,CANDIDATE,4.49876511,0.312,3.7362,460.0,2.1,1133.0,389.62,6075.0,4.486000000000001,0.969,298.45685,48.791592
K00763.01,FALSE POSITIVE,FALSE POSITIVE,19.651209505,0.723,5.2514,11766.0,12.42,730.0,67.03,6074.0,4.391,1.063,291.0939,48.933842
K00115.01,CONFIRMED,CANDIDATE,5.412203927,0.787,2.9472,601.6,2.94,1093.0,337.68,5779.0,4.3389999999999995,1.087,287.88732999999996,46.276241
K00764.01,CONFIRMED,CANDIDATE,41.43958662,0.355,10.5989,2793.1,5.5,516.0,16.72,5468.0,4.367,1.046,295.55505,49.017342
K00765.01,CONFIRMED,CANDIDATE,8.35389523,0.023,2.2514,1041.6,2.52,790.0,91.9,5592.0,4.582,0.787,285.49924,49.277351
K00766.01,CONFIRMED,CANDIDATE,4.1255434719999995,0.597,3.1744,1487.3,4.43,1243.0,565.35,6174.0,4.417,1.103,291.93616000000003,49.253979
K00767.01,CONFIRMED,CANDIDATE,2.816504904,0.105,2.5058700000000003,16814.0,12.21,1219.0,521.13,5532.0,4.452,0.955,297.01547,49.225288
K00768.01,FALSE POSITIVE,FALSE POSITIVE,33.93373447,0.812,14.561,8503.7,7.34,430.0,8.11,5040.0,4.628,0.705,284.17233,49.360721999999996
K00786.01,CONFIRMED,CANDIDATE,3.6899200989999996,0.151,2.6557,426.7,1.89,1147.0,408.99,5880.0,4.518,0.917,291.62241,50.61824
K00787.01,CONFIRMED,CANDIDATE,4.431238488,0.405,3.15,1010.9,3.25,1104.0,351.23,5714.0,4.428,1.015,295.81616,51.121738
K00787.02,CONFIRMED,CANDIDATE,11.37936986,0.911,2.6255,1023.5,3.95,806.0,99.68,5714.0,4.428,1.015,295.81616,51.121738
K00788.01,CONFIRMED,CANDIDATE,26.39432897,0.602,3.573,1510.9,3.07,489.0,13.49,5129.0,4.595,0.763,289.39972,51.25032
K00116.01,CONFIRMED,CANDIDATE,13.57078281,0.866,3.3539,511.7,2.64,785.0,89.61,5854.0,4.406000000000001,1.012,300.86397999999997,44.337551
K00115.02,CONFIRMED,CANDIDATE,7.12594387,0.898,3.0014,192.4,1.79,997.0,233.31,5779.0,4.3389999999999995,1.087,287.88732999999996,46.276241
K00774.01,FALSE POSITIVE,FALSE POSITIVE,7.442652004,0.137,2.3078,24446.0,15.03,967.0,206.78,6108.0,4.468999999999999,0.956,288.98682,49.733742
K00775.01,CONFIRMED,CANDIDATE,16.38489988,0.001,3.0249,1127.1,2.0,433.0,8.35,4126.0,4.6610000000000005,0.615,286.73804,49.97575
K00775.02,CONFIRMED,CANDIDATE,7.8774163,0.041,2.0805,1306.1,2.16,553.0,22.18,4126.0,4.6610000000000005,0.615,286.73804,49.97575
K00775.03,CONFIRMED,CANDIDATE,36.4454001,0.028,4.007,1122.3,1.99,332.0,2.88,4126.0,4.6610000000000005,0.615,286.73804,49.97575
K00776.01,CONFIRMED,CANDIDATE,3.7287321469999997,0.558,2.683,5226.5,6.02,1023.0,258.34,5497.0,4.577,0.809,290.78574,50.054119
K00777.01,CANDIDATE,CANDIDATE,40.4195037,0.911,3.362,6256.0,7.51,467.0,11.29,5446.0,4.507,0.781,294.31686,50.080231
K00778.01,CONFIRMED,CANDIDATE,2.243380573,0.915,1.1196,821.7,1.99,822.0,107.6,4149.0,4.698,0.564,285.17621,50.149817999999996
K00779.01,FALSE POSITIVE,FALSE POSITIVE,10.405998015,0.324,6.5036,14489.0,11.23,833.0,113.94,5746.0,4.393,0.924,289.23553,50.241001000000004
K00780.01,CONFIRMED,CANDIDATE,2.337437946,0.28,1.9982,971.2,2.34,1070.0,311.16,5005.0,4.595,0.765,293.83331,50.23035
K00780.02,CANDIDATE,CANDIDATE,7.2406612,1.198,0.558,556.4,19.45,734.0,68.63,5005.0,4.595,0.765,293.83331,50.23035
K00115.03,CANDIDATE,CANDIDATE,3.43591631,0.624,3.133,23.2,0.55,1272.0,617.61,5779.0,4.3389999999999995,1.087,287.88732999999996,46.276241
K00781.01,CONFIRMED,CANDIDATE,11.59822233,0.679,2.5237,2804.5,2.65,396.0,5.82,3688.0,4.79,0.473,296.22195,50.28722
K00782.01,CONFIRMED,CANDIDATE,6.575315881,0.39,4.3084,2793.3,5.31,1015.0,251.38,5992.0,4.415,0.989,290.09805,50.321609
K00783.01,CONFIRMED,CANDIDATE,7.275040843999999,0.547,7.5377,3001.0,4.86,833.0,113.64,5485.0,4.556,0.867,295.45529,50.49456
K00784.01,CONFIRMED,CANDIDATE,19.27153892,0.031,2.7594,1219.8,1.93,393.0,5.66,4077.0,4.702,0.56,293.97336,50.531909999999996
K00784.02,CONFIRMED,CANDIDATE,10.06524317,0.628,1.369,1053.3,1.91,488.0,13.43,4077.0,4.702,0.56,293.97336,50.531909999999996
K00785.01,CONFIRMED,CANDIDATE,12.3935651,0.883,3.8896,916.6,2.66,677.0,49.68,5557.0,4.603,0.75,296.02133,50.56778
K00116.02,CONFIRMED,CANDIDATE,43.84439721,0.852,6.802,615.2,2.87,531.0,18.77,5854.0,4.406000000000001,1.012,300.86397999999997,44.337551
K00798.01,FALSE POSITIVE,FALSE POSITIVE,3.341913228,1.213,3.813,725.3,21.55,1032.0,268.67,5295.0,4.551,0.811,292.31595,38.27029
K00799.01,CANDIDATE,CANDIDATE,1.626630225,1.26,2.1145,1620.6,32.43,1547.0,1355.88,5735.0,4.41,0.973,294.36818999999997,38.31028
K00800.01,CONFIRMED,CANDIDATE,2.711504086,0.023,3.0099,837.5,3.12,1420.0,960.79,6214.0,4.442,1.076,291.65353,38.494659000000006
K00800.02,CONFIRMED,CANDIDATE,7.21203748,0.012,4.0491,950.4,3.32,1025.0,260.58,6214.0,4.442,1.076,291.65353,38.494659000000006
K00789.01,FALSE POSITIVE,FALSE POSITIVE,14.1798187,0.1601,2.505,459.9,1.88,711.0,60.35,5799.0,4.539,0.878,291.0448,51.321671
K00790.01,CONFIRMED,CANDIDATE,8.47237911,0.022,2.7245,1123.5,2.59,751.0,75.44,5354.0,4.587,0.788,296.36652000000004,51.319519
K00790.02,CONFIRMED,CANDIDATE,60.4189369,0.094,5.039,931.3,2.36,390.0,5.49,5354.0,4.587,0.788,296.36652000000004,51.319519
K00791.01,CONFIRMED,CANDIDATE,12.611904345,0.55,5.1497,6105.6,7.4,753.0,76.15,5795.0,4.508,0.919,289.11221,51.737381
K00792.01,FALSE POSITIVE,FALSE POSITIVE,1.433769925,1.268,1.8868,1976.3,46.58,1920.0,3209.29,6017.0,4.22,1.339,290.84369,37.728828
K00793.01,FALSE POSITIVE,FALSE POSITIVE,10.31872301,1.215,3.836,871.7,28.59,876.0,139.26,5927.0,4.409,1.06,291.84891,37.713501
K00794.01,CONFIRMED,CANDIDATE,2.5391831469999997,0.238,2.4282,382.1,2.06,1332.0,743.09,5519.0,4.35,1.062,291.43997,37.905659
K00795.01,CONFIRMED,CANDIDATE,6.770300385,0.838,2.0844,1304.0,2.77,812.0,102.87,5653.0,4.656000000000001,0.679,290.87051,38.273628
K00796.01,FALSE POSITIVE,FALSE POSITIVE,0.44429196600000004,1.258,2.0792,10967.0,27.51,1836.0,2706.26,5255.0,4.678,0.636,290.99689,38.28492
K00797.01,CANDIDATE,CANDIDATE,10.181584004,0.92,3.5089,5741.1,7.73,812.0,102.91,5988.0,4.541,0.836,291.28195,38.241669
K00812.02,CONFIRMED,CANDIDATE,20.06036336,0.556,3.3203,1494.7,1.96,361.0,4.0,3950.0,4.754,0.493,286.07912999999996,39.27832
K00812.03,CONFIRMED,CANDIDATE,46.1842039,0.013,4.758,1394.7,1.83,273.0,1.32,3950.0,4.754,0.493,286.07912999999996,39.27832
K00116.04,CONFIRMED,CANDIDATE,23.9800854,0.95,5.351,104.0,1.31,649.0,41.94,5854.0,4.406000000000001,1.012,300.86397999999997,44.337551
K00812.04,CONFIRMED,CANDIDATE,7.82502168,0.708,2.186,520.8,1.2,494.0,14.05,3950.0,4.754,0.493,286.07912999999996,39.27832
K00813.01,CONFIRMED,CANDIDATE,3.895936525,0.524,2.3111,8544.8,7.34,1005.0,241.62,5557.0,4.592,0.774,294.65524,39.308361
K00814.01,CONFIRMED,CANDIDATE,22.36646466,0.4,5.228,986.8,2.32,536.0,19.45,5395.0,4.615,0.734,294.71063,39.52174
K00801.01,CONFIRMED,CANDIDATE,1.625522174,0.076,2.38963,7969.0,9.73,1579.0,1467.41,5539.0,4.322,1.106,293.87192000000005,38.422939
K00802.01,CANDIDATE,CANDIDATE,19.620346923,0.458,2.0038,21725.0,13.6,643.0,40.39,5710.0,4.492,0.905,293.81619,38.563568
K00803.01,FALSE POSITIVE,FALSE POSITIVE,7.544039,1.175,6.222,322.6,17.47,838.0,116.46,5657.0,4.567,0.824,293.94116,38.601101
K00804.01,CANDIDATE,CANDIDATE,9.02930689,0.024,3.1449,1019.8,2.57,757.0,77.75,5349.0,4.526,0.82,290.33362,38.728229999999996
K00805.01,FALSE POSITIVE,FALSE POSITIVE,10.328035714,0.281,7.7915,16918.0,13.28,843.0,119.31,5627.0,4.359,1.024,287.69675,38.886452
K00806.01,CONFIRMED,CANDIDATE,143.2063047,0.379,8.9302,10566.0,8.9,308.0,2.14,5485.0,4.556,0.867,285.28362999999996,38.947281
K00116.03,CONFIRMED,CANDIDATE,6.164876,0.646,3.262,55.8,0.79,1021.0,256.35,5854.0,4.406000000000001,1.012,300.86397999999997,44.337551
K00806.02,CONFIRMED,CANDIDATE,60.32494216,0.224,6.6188,20280.0,12.19,411.0,6.77,5485.0,4.556,0.867,285.28362999999996,38.947281
K00806.03,CONFIRMED,CANDIDATE,29.1598615,0.3619,4.803,488.0,1.91,524.0,17.85,5485.0,4.556,0.867,285.28362999999996,38.947281
K00807.01,FALSE POSITIVE,FALSE POSITIVE,1.540397253,1.225,2.1541,816.1,25.69,1470.0,1105.68,5663.0,4.53,0.915,286.92638999999997,38.921631
K00808.01,FALSE POSITIVE,FALSE POSITIVE,2.99025443,0.014,5.414,589.2,1.7,918.0,168.45,4667.0,4.578,0.731,287.74881,38.92955
K00809.01,CONFIRMED,CANDIDATE,1.5947453740000002,0.514,1.9604,15044.0,11.3,1539.0,1329.42,5934.0,4.4910000000000005,0.893,285.21381,39.027481
K00810.01,CANDIDATE,CANDIDATE,4.783002698,0.003,2.335,1008.7,2.5,886.0,145.48,5170.0,4.574,0.807,287.09398999999996,39.060719
K00811.01,CONFIRMED,CANDIDATE,20.50588921,0.26,4.0595,2105.5,3.41,518.0,17.06,4905.0,4.544,0.761,289.31543,39.153278
K00812.01,CONFIRMED,CANDIDATE,3.340218842,0.466,1.9104,1632.6,2.03,656.0,43.73,3950.0,4.754,0.493,286.07912999999996,39.27832
K00828.01,FALSE POSITIVE,FALSE POSITIVE,2.507089906,1.255,2.0067,1339.2,30.26,1326.0,730.47,5926.0,4.506,0.939,295.37805,40.493401
K00829.01,CONFIRMED,CANDIDATE,18.64932728,0.08,4.4056,893.6,3.12,701.0,57.13,5775.0,4.405,1.053,290.46176,40.562462
K00117.02,CONFIRMED,CANDIDATE,4.90144976,0.529,4.1654,140.7,1.7,1262.0,598.74,5847.0,4.191,1.402,297.02826,48.208611
K00829.02,CONFIRMED,CANDIDATE,9.75192101,0.949,4.793,418.0,2.76,870.0,135.66,5775.0,4.405,1.053,290.46176,40.562462
K00829.03,CONFIRMED,CANDIDATE,38.5576546,0.911,5.794,993.0,4.02,550.0,21.71,5775.0,4.405,1.053,290.46176,40.562462
K00830.01,CONFIRMED,CANDIDATE,3.5256325389999996,0.12,2.59959,22335.0,11.58,975.0,213.12,5150.0,4.572,0.793,290.58173,40.5774
K00815.01,CANDIDATE,CANDIDATE,34.84398644,0.934,2.9315,4523.6,7.61,511.0,16.1,5509.0,4.482,0.871,285.92001,39.624828
K00816.01,CONFIRMED,CANDIDATE,7.748094238999999,0.517,3.5957,2472.1,5.52,964.0,204.39,5973.0,4.439,1.085,294.4899,39.771439
K00817.01,CONFIRMED,CANDIDATE,23.96793669,0.416,3.827,1182.3,1.8,329.0,2.77,3747.0,4.728,0.524,283.86638999999997,39.898078999999996
K00818.01,CONFIRMED,CANDIDATE,8.11437482,0.573,2.2736,1558.0,2.1,460.0,10.55,3692.0,4.753,0.517,288.81201,40.033401
K00819.01,FALSE POSITIVE,FALSE POSITIVE,38.036729482,0.501,4.34617,82872.0,27.5,500.0,14.81,5575.0,4.521,0.932,294.14789,40.055538
K00820.01,FALSE POSITIVE,FALSE POSITIVE,4.64090031,1.28,35.512,2450.6,30.09,1155.0,421.08,6463.0,4.5,0.826,295.11371,40.071171
K00011.01,FALSE POSITIVE,FALSE POSITIVE,3.747838198,1.121,5.0642,616.0,13.65,1031.0,266.76,5514.0,4.569,0.826,291.06152000000003,50.265128999999995
K00117.01,CONFIRMED,CANDIDATE,14.74914825,0.173,6.0995,430.2,2.89,874.0,137.91,5847.0,4.191,1.402,297.02826,48.208611
K00821.01,CONFIRMED,CANDIDATE,21.81295996,0.053,4.3791,1175.4,3.38,639.0,39.33,5601.0,4.41,0.999,294.77686,40.15374
K00822.01,FALSE POSITIVE,FALSE POSITIVE,7.91936937,0.733,3.3148,15148.0,10.34,814.0,104.0,5690.0,4.588,0.776,283.53845,40.217999
K00823.01,CANDIDATE,CANDIDATE,1.0284365229999999,1.5734,1.8606,8098.0,72.77,1947.0,3400.48,6228.0,4.428,0.99,296.00699,40.295429
K00824.01,CONFIRMED,CANDIDATE,15.37562369,0.692,3.3169,15337.0,11.01,600.0,30.54,4986.0,4.496,0.833,283.25354,40.358189
K00825.01,CONFIRMED,CANDIDATE,8.10363271,0.047,3.161,887.9,2.11,687.0,52.82,4861.0,4.574,0.732,283.22141,40.421828999999995
K00825.02,CONFIRMED,CANDIDATE,4.71510843,0.258,2.506,417.5,1.46,823.0,108.84,4861.0,4.574,0.732,283.22141,40.421828999999995
K00826.01,CONFIRMED,CANDIDATE,6.365839713,0.524,2.9721,780.7,2.44,914.0,165.33,5776.0,4.553999999999999,0.849,291.14951,40.420521
K00827.01,FALSE POSITIVE,FALSE POSITIVE,5.97581754,0.941,3.065,962.4,3.86,1047.0,284.25,6108.0,4.471,0.997,294.22397,40.417858
K00839.01,FALSE POSITIVE,FALSE POSITIVE,2.4467373169999997,1.241,4.7211,1177.9,26.25,1261.0,597.19,5764.0,4.548,0.863,298.96112,40.862808
K00840.01,CONFIRMED,CANDIDATE,3.04033046,0.736,1.8411,10859.0,8.99,1021.0,257.29,5035.0,4.519,0.791,299.3161,40.822379999999995
K00841.01,CONFIRMED,CANDIDATE,15.33528675,0.773,3.897,3081.4,5.0,610.0,32.67,5251.0,4.581,0.817,292.23676,41.085879999999996
K00117.04,CONFIRMED,CANDIDATE,7.95825328,0.706,4.377,50.0,1.06,1074.0,314.15,5847.0,4.191,1.402,297.02826,48.208611
K00841.02,CONFIRMED,CANDIDATE,31.33046135,0.798,5.176,5073.8,6.5,481.0,12.61,5251.0,4.581,0.817,292.23676,41.085879999999996
K00831.01,FALSE POSITIVE,FALSE POSITIVE,3.9043425,0.709,3.831,16228.0,12.28,1104.0,351.05,5810.0,4.526,0.898,294.05676,40.549679
K00832.01,FALSE POSITIVE,FALSE POSITIVE,9.286358079,0.377,3.49949,44791.0,17.61,796.0,95.03,5670.0,4.523,0.821,294.74396,40.53392
K00833.01,FALSE POSITIVE,FALSE POSITIVE,3.951405455,1.276,2.1862,2453.9,31.44,1133.0,388.71,6046.0,4.539,0.869,295.50439,40.505489000000004
K00834.01,CONFIRMED,CANDIDATE,23.65369415,0.008,8.2183,3341.8,7.89,731.0,67.65,5739.0,4.191,1.384,287.89713,40.637821
K00834.02,CONFIRMED,CANDIDATE,13.23352214,0.014,6.7372,504.6,3.06,888.0,146.67,5739.0,4.191,1.384,287.89713,40.637821
K00834.03,CONFIRMED,CANDIDATE,6.15560285,0.235,4.9843,285.0,2.32,1146.0,406.94,5739.0,4.191,1.384,287.89713,40.637821
K00834.04,CONFIRMED,CANDIDATE,2.090811305,0.746,3.388,115.9,1.62,1642.0,1718.04,5739.0,4.191,1.384,287.89713,40.637821
K00117.03,CONFIRMED,CANDIDATE,3.180027898,0.196,3.5797,120.3,1.53,1458.0,1066.86,5847.0,4.191,1.402,297.02826,48.208611
K00834.05,CONFIRMED,CANDIDATE,50.4467417,0.379,7.159,370.3,2.67,568.0,24.64,5739.0,4.191,1.384,287.89713,40.637821
K00835.01,CONFIRMED,CANDIDATE,11.76307164,0.048,2.9076,1037.3,2.35,616.0,33.99,4959.0,4.603,0.756,294.20215,40.66341
K00835.02,CONFIRMED,CANDIDATE,56.2279271,0.7,3.57,862.7,2.37,366.0,4.22,4959.0,4.603,0.756,294.20215,40.66341
K00836.01,FALSE POSITIVE,FALSE POSITIVE,2.384052875,1.178,3.0918,1268.1,17.06,1010.0,244.87,4794.0,4.58,0.701,299.64285,40.691238
K00837.01,CONFIRMED,CANDIDATE,7.953547,0.3,2.6312,875.4,2.25,696.0,55.37,4768.0,4.5360000000000005,0.779,291.15878,40.750271000000005
K00837.02,CONFIRMED,CANDIDATE,4.14451656,0.004,2.3421,391.8,1.48,864.0,132.08,4768.0,4.5360000000000005,0.779,291.15878,40.750271000000005
K00838.01,FALSE POSITIVE,FALSE POSITIVE,4.859386384,1.259,2.2757,6044.3,38.33,1114.0,364.23,6072.0,4.47,0.988,292.21436,40.759762
K00850.01,CONFIRMED,CANDIDATE,10.526294577,0.644,2.5211,9768.0,8.24,713.0,61.16,5386.0,4.553,0.793,293.87811,41.661770000000004
K00851.01,CONFIRMED,CANDIDATE,4.583520948,0.045,2.7055,3812.1,5.39,1038.0,274.98,5815.0,4.54,0.877,299.18686,41.74268
K00852.01,CONFIRMED,CANDIDATE,3.76181843,0.926,3.5176,510.6,2.66,1121.0,372.62,5653.0,4.4719999999999995,0.949,283.31638,41.83712
K00853.01,CONFIRMED,CANDIDATE,8.20396958,0.823,2.9667,1024.4,3.01,742.0,71.5,5015.0,4.499,0.826,286.5657,41.808399
K00853.02,CONFIRMED,CANDIDATE,14.49645186,0.97,4.016,647.5,3.01,613.0,33.48,5015.0,4.499,0.826,286.5657,41.808399
K00841.03,CANDIDATE,CANDIDATE,6.54626149,0.644,2.75,655.9,2.19,810.0,101.78,5251.0,4.581,0.817,292.23676,41.085879999999996
K00842.01,CONFIRMED,CANDIDATE,12.71809866,0.427,3.0957,1149.4,2.31,562.0,23.6,4702.0,4.592,0.686,292.91312,41.060921
K00842.02,CONFIRMED,CANDIDATE,36.06588163,0.26,4.3246,1563.8,2.64,397.0,5.88,4702.0,4.592,0.686,292.91312,41.060921
K00843.01,CONFIRMED,CANDIDATE,4.190425659,0.458,2.8589,2877.4,6.21,1234.0,547.9,6073.0,4.3919999999999995,1.135,293.49661000000003,41.137589
K00844.01,CONFIRMED,CANDIDATE,3.7098707839999996,0.023,3.0694,2020.3,4.35,1151.0,415.1,5727.0,4.463,0.978,283.86441,41.346458
K00845.01,CONFIRMED,CANDIDATE,16.3297527,0.791,6.271,1187.5,3.75,727.0,66.08,5878.0,4.444,0.987,288.51001,41.301769
K00846.01,CONFIRMED,CANDIDATE,27.807566215999998,0.782,4.21587,25391.0,13.84,554.0,22.24,5862.0,4.584,0.785,296.88821,41.396091
K00847.01,CONFIRMED,CANDIDATE,80.8723469,0.527,11.195,3604.6,7.59,452.0,9.88,5510.0,4.2219999999999995,1.238,287.1543,41.565788
K00848.01,FALSE POSITIVE,FALSE POSITIVE,3.166465862,1.266,2.9381,4357.2,26.82,954.0,196.31,4968.0,4.575,0.704,284.86929,41.679192
K00118.01,CONFIRMED,CANDIDATE,24.99324319,0.686,5.9409,269.6,2.29,712.0,60.88,5718.0,4.181,1.317,287.36279,38.649601000000004
K00849.01,CONFIRMED,CANDIDATE,10.35533116,0.029,3.1775,750.6,2.47,777.0,86.22,5501.0,4.462,0.918,288.9942,41.633282
K00867.01,CONFIRMED,CANDIDATE,16.08518937,0.867,3.984,1442.4,3.68,613.0,33.43,5239.0,4.523,0.826,292.10519,42.380322
K00869.01,CONFIRMED,CANDIDATE,7.49018305,0.02,2.7297,1123.6,2.56,753.0,76.06,5103.0,4.562,0.787,291.63898,42.436321
K00869.02,CONFIRMED,CANDIDATE,36.2761238,0.035,4.7865,1572.6,3.03,445.0,9.29,5103.0,4.562,0.787,291.63898,42.436321
K00869.03,CONFIRMED,CANDIDATE,17.46087931,0.594,2.2641,812.4,2.32,568.0,24.6,5103.0,4.562,0.787,291.63898,42.436321
K00854.01,CONFIRMED,CANDIDATE,56.0560754,0.018,4.685,1626.0,1.94,233.0,0.69,3593.0,4.757,0.491,289.50847999999996,41.812119
K00855.01,CONFIRMED,CANDIDATE,41.408316686,0.377,5.0264,22839.0,11.38,453.0,9.93,5522.0,4.586,0.747,291.76041000000004,41.944069
K00856.01,CANDIDATE,CANDIDATE,39.74893077,0.881,7.3051,15179.0,14.21,552.0,21.87,6122.0,4.487,0.964,293.17929,41.969238
K00857.01,CONFIRMED,CANDIDATE,5.715425977000001,0.348,2.5242,908.1,2.47,850.0,123.03,5237.0,4.572,0.826,285.11047,42.033958
K00119.01,CONFIRMED,CANDIDATE,49.18394185,0.035,11.3364,1646.2,8.2,669.0,47.4,5626.0,3.907,2.057,294.55917,46.062328
K00857.02,CONFIRMED,CANDIDATE,20.0261412,0.957,1.611,421.2,2.28,559.0,23.14,5237.0,4.572,0.826,285.11047,42.033958
K00858.01,FALSE POSITIVE,FALSE POSITIVE,13.61014819,1.081,2.594,5732.9,19.02,733.0,68.29,5697.0,4.46,0.903,289.89777000000004,42.009151
